availability,size,society,total_sqft,bath,balcony,avg_price_per_loc,price,area_type_Built-up  Area,area_type_Carpet  Area,area_type_Plot  Area,area_type_Super built-up  Area
0,3.0,1,7.470224135899966,3.0,1.0,0.07325192038830078,4.804021044733257,0,0,0,1
1,4.0,1,7.937374696163295,5.0,2.0,0.10093064480389985,5.940171252720432,0,0,1,0
1,3.0,0,7.4770384723196965,3.0,1.0,0.06299306417231396,4.634728988229636,0,0,0,1
0,1.0,1,6.234410725718371,1.0,0.0,0.05683408134909804,3.228826155721369,0,0,0,1
0,3.0,0,7.1308988302963465,3.0,2.0,0.043794194268701146,4.02535169073515,0,0,0,1
1,2.0,1,6.492239835020471,1.0,1.0,0.047765119810948414,3.139832617527748,0,0,0,1
0,3.0,0,7.383989457978509,3.0,2.0,0.06992154586036732,4.394449154672439,1,0,0,0
0,2.0,1,7.048386408721883,2.0,2.0,0.06012511218903279,3.887115369721961,0,0,0,1
1,3.0,1,6.932447891572509,2.0,1.0,0.047765119810948414,3.8501476017100584,0,0,0,1
0,4.0,1,7.813995675002791,4.0,0.0,0.060791771686038,5.225746673713202,0,0,0,1
1,3.0,1,6.980075940561763,2.0,1.0,0.040853419416547104,3.5553480614894135,0,0,0,1
1,3.0,1,7.473069088032197,2.0,2.0,0.08086827232149658,4.812184355372417,0,0,0,1
1,3.0,1,7.4342573821331355,3.0,3.0,0.04193931241840408,4.049870072120271,0,0,0,1
1,3.0,1,7.562681246721884,3.0,2.0,0.06141479144370162,4.8283137373023015,1,0,0,0
0,2.0,1,6.551080335043404,2.0,1.0,0.056288335580078126,3.58351893845611,0,0,0,1
1,2.0,0,6.975413927455952,2.0,1.0,0.036982414965399425,3.817712325956905,0,0,0,1
1,3.0,1,7.452402451223638,3.0,2.0,0.057805087047623986,4.8283137373023015,0,0,0,1
1,3.0,0,7.162397497355718,2.0,2.0,0.040660236047622735,4.02749225523426,0,0,0,1
1,2.0,0,7.04141166379481,2.0,2.0,0.04892865213550547,3.8066624897703196,1,0,0,0
1,2.0,1,7.16703787691222,2.0,1.0,0.06559804861050614,4.394449154672439,1,0,0,0
0,3.0,1,7.134093721192866,3.0,2.0,0.06305131125232853,3.6375861597263857,0,0,0,1
1,1.0,1,6.396929655216146,1.0,0.0,0.05853670228777057,3.6375861597263857,0,0,0,1
1,1.0,0,6.492239835020471,1.0,0.0,0.11384322373696873,3.871201010907891,0,0,1,0
0,2.0,1,7.193490457465173,2.0,2.0,0.056288335580078126,4.519503359231,0,0,0,1
1,8.0,0,6.396929655216146,9.0,2.0,0.20679428417363171,5.298317366548036,0,0,1,0
1,2.0,1,6.877296071497429,2.0,0.0,0.047765119810948414,3.4965075614664802,0,0,0,1
0,2.0,1,7.285506548522785,2.0,1.0,0.06012511218903279,4.551980357473973,0,0,0,1
1,2.0,0,6.684611727667927,1.0,1.0,0.09205483781754968,4.867534450455582,0,0,1,0
1,2.0,0,6.767343125265392,2.0,1.0,0.052038468346215117,3.58351893845611,1,0,0,0
1,2.0,1,7.146772179452637,2.0,1.0,0.06795903466380034,3.912023005428146,0,0,0,1
0,3.0,1,7.4205789054108005,3.0,1.0,0.06341131537057476,4.59511985013459,0,0,0,1
1,3.0,1,7.605890001053122,3.0,2.0,0.06607268681624327,4.51085950651685,1,0,0,0
1,2.0,1,7.077498053569231,2.0,2.0,0.06920824583715358,4.31748811353631,0,0,0,1
1,3.0,1,7.3777589082278725,2.0,3.0,0.060791771686038,4.31748811353631,0,0,0,1
1,2.0,1,7.090076835776092,2.0,2.0,0.04866272025869736,3.784189633918261,0,0,0,1
0,4.0,1,8.07402621612406,4.0,2.0,0.07344413012729845,5.2574953720277815,1,0,0,0
1,2.0,1,7.313220387090301,2.0,2.0,0.10167187449666591,5.220355825078324,0,0,0,1
1,6.0,0,7.249215057114389,4.0,1.0,0.09992862241256245,5.0106352940962555,0,0,1,0
1,2.0,0,6.733401891837359,2.0,2.0,0.07531651418538028,3.8066624897703196,0,0,0,1
1,3.0,0,8.388222810119277,3.0,2.0,0.08130081300813008,5.480638923341991,0,0,1,0
1,2.0,1,6.739336627357174,2.0,1.0,0.05853670228777057,4.007333185232471,0,0,0,1
1,4.0,1,8.648221453822641,5.0,3.0,0.10945963709772069,6.476972362889683,0,0,1,0
1,2.0,1,7.05617528410041,2.0,2.0,0.08206959729632701,3.784189633918261,1,0,0,0
1,8.0,0,8.006367567650246,8.0,0.0,0.05016157837983556,4.941642422609304,1,0,0,0
1,2.0,0,7.003065458786462,2.0,1.0,0.036982414965399425,4.127134385045092,0,0,0,1
0,2.0,1,7.038783541388542,2.0,3.0,0.05912543620473578,3.7612001156935624,0,0,0,1
1,2.0,0,7.106606137727303,2.0,1.0,0.052980841598545415,4.04305126783455,0,0,0,1
1,8.0,0,7.2078598714324755,7.0,0.0,0.10489211866946359,4.442651256490317,0,0,1,0
1,2.0,0,6.912742820493176,2.0,1.0,0.04398685273521435,3.602231647388264,0,0,0,1
1,3.0,0,6.214608098422191,3.0,2.0,0.13068681203699828,4.605170185988092,0,0,1,0
0,2.0,1,7.213768308118642,2.0,1.0,0.04866272025869736,4.389250479763201,0,0,0,1
1,3.0,1,7.358193752733032,3.0,1.0,0.062162995309214895,4.61512051684126,0,0,0,1
0,2.0,1,7.122866658599083,2.0,1.0,0.06006712654438144,4.248495242049359,0,0,0,1
1,3.0,1,7.644440761556566,3.0,2.0,0.05683408134909804,4.941642422609304,0,0,0,1
1,2.0,0,7.095064377287131,2.0,1.0,0.04819804070057844,3.8759812340808804,0,0,0,1
1,2.0,0,7.047517221357296,2.0,3.0,0.06789927617031545,3.6888794541139363,0,0,0,1
1,3.0,1,7.828436359157585,3.0,3.0,0.06250204790458402,5.3230099791384085,1,0,0,0
1,2.0,0,6.131226489483141,1.0,0.0,0.06038203282717458,3.091042453358316,1,0,0,0
1,6.0,0,8.389359819906353,6.0,3.0,0.06567527867736292,5.521460917862246,1,0,0,0
1,3.0,1,7.414572881350589,2.0,2.0,0.05631101649813731,4.653960350157523,0,0,0,1
0,4.0,1,8.071999241079077,4.0,2.0,0.06366258550825672,5.413875707182309,1,0,0,0
0,2.0,1,7.189922170745808,2.0,2.0,0.060791771686038,4.356708826689592,0,0,0,1
1,3.0,0,7.1891677384203225,2.0,2.0,0.061104892110535096,4.107589788972121,0,0,0,1
1,3.0,1,7.312553498102598,5.0,2.0,0.06012511218903279,4.624972813284271,0,0,0,1
1,6.0,0,8.006367567650246,7.0,2.0,0.053998063589231066,5.3471075307174685,1,0,0,0
1,3.0,0,7.417580402414544,3.0,2.0,0.04398685273521435,4.477336814478207,0,0,0,1
0,2.0,1,6.56244409369372,2.0,2.0,0.10039741785933282,3.6109179126442243,0,0,0,1
1,2.0,1,6.966024187106113,2.0,2.0,0.05315511005551796,4.061476958596484,0,0,0,1
1,6.0,0,6.565264970035361,6.0,3.0,0.20035693039857227,5.075173815233827,0,0,1,0
1,2.0,1,6.907755278982137,2.0,2.0,0.12640449438202248,4.248495242049359,1,0,0,0
0,2.0,0,6.907755278982137,2.0,1.0,0.036982414965399425,3.3631493140246254,0,0,0,1
1,3.0,0,7.27931883541462,2.0,2.0,0.05505,4.248495242049359,0,0,0,1
1,4.0,0,7.090076835776092,4.0,2.0,0.142235292868594,5.043425116919247,0,0,1,0
0,2.0,1,7.16703787691222,2.0,3.0,0.05683408134909804,4.382026634673881,0,0,0,1
1,3.0,0,7.3395376954076745,3.0,2.0,0.12482918830281498,4.499809670330265,0,0,0,1
1,4.0,1,7.970394907191429,4.0,1.0,0.08465791292328956,5.501258210544727,0,0,1,0
1,3.0,0,7.1929342212158,2.0,1.0,0.031853802401516744,3.871201010907891,0,0,0,1
1,2.0,0,7.090076835776092,2.0,1.0,0.058269996380745565,4.174387269895637,1,0,0,0
1,3.0,0,7.090076835776092,3.0,1.0,0.05553521126760563,4.499809670330265,1,0,0,0
1,3.0,1,7.824845691026856,3.0,3.0,0.06345290427370806,4.927253685157205,0,0,0,1
1,2.0,1,6.476972362889683,1.0,1.0,0.03281636760438102,2.833213344056216,1,0,0,0
1,3.0,1,7.783224016336037,2.0,1.0,0.10093064480389985,5.0106352940962555,0,0,1,0
1,2.0,1,6.914730892718563,2.0,2.0,0.06341131537057476,3.7612001156935624,0,0,0,1
1,2.0,1,7.090076835776092,2.0,2.0,0.057805087047623986,3.912023005428146,0,0,0,1
1,2.0,0,6.873163834212518,2.0,2.0,0.053180425111220966,3.910021002757473,0,0,0,1
1,3.0,0,7.396335293800808,2.0,1.0,0.082739453125,4.584967478670572,1,0,0,0
1,3.0,1,7.402451520818244,3.0,2.0,0.14275092936802974,5.43372200355424,1,0,0,0
1,2.0,0,6.661854740545311,2.0,2.0,0.043738972132754524,4.019621016026164,1,0,0,0
0,2.0,1,7.138866999945524,2.0,2.0,0.04839182282793867,4.201403634515509,0,0,0,1
1,3.0,0,7.495541943884256,3.0,3.0,0.07755581668625147,4.787491742782046,0,0,0,1
1,3.0,1,7.253470382684528,2.0,2.0,0.07325192038830078,4.31748811353631,0,0,0,1
1,2.0,1,7.017506142941256,2.0,1.0,0.06012511218903279,3.9495114498391377,0,0,0,1
1,3.0,1,7.333023014386481,2.0,1.0,0.047765119810948414,3.8264651170664994,0,0,0,1
1,4.0,0,8.216088098632316,4.0,1.0,0.05155185946552046,5.41610040220442,1,0,0,0
1,3.0,1,7.822845290279774,3.0,2.0,0.058742763530658,4.941642422609304,1,0,0,0
1,3.0,1,7.3395376954076745,2.0,3.0,0.041825799208178215,4.1588830833596715,0,0,0,1
0,3.0,0,7.269616749608169,3.0,1.0,0.04819804070057844,4.314149212270796,0,0,0,1
0,2.0,0,7.003065458786462,2.0,2.0,0.15049124012366885,4.31748811353631,0,0,0,1
1,3.0,1,7.2633296174768365,3.0,2.0,0.05683408134909804,4.787491742782046,0,0,0,1
1,3.0,1,7.630946580890459,3.0,1.0,0.05631101649813731,5.298317366548036,0,0,0,1
0,4.0,1,8.632573342456311,4.0,0.0,0.08086827232149658,6.1675164908883415,0,0,0,1
1,4.0,0,7.882314918980268,4.0,2.0,0.06038203282717458,5.0106352940962555,1,0,0,0
0,3.0,1,7.156176637480615,2.0,2.0,0.04839182282793867,4.2271256734559195,0,0,0,1
1,2.0,0,6.956545443151569,2.0,1.0,0.04063776457482362,3.5263605246161616,1,0,0,0
1,3.0,1,7.3777589082278725,3.0,2.0,0.06559804861050614,4.174387269895637,1,0,0,0
0,2.0,0,6.851184927493743,2.0,1.0,0.04398685273521435,3.9889840465642745,0,0,0,1
1,2.0,1,7.313220387090301,2.0,1.0,0.05182908250414721,4.356708826689592,0,0,0,1
1,7.0,0,6.856461984594587,7.0,0.0,0.09858785849468628,4.74493212836325,0,0,1,0
1,3.0,1,7.533693709848633,3.0,3.0,0.06801088174107857,4.700480365792417,1,0,0,0
1,3.0,1,7.3777589082278725,3.0,1.0,0.08431000905797102,4.31748811353631,0,0,1,0
1,2.0,1,6.779921907472252,1.0,1.0,0.047765119810948414,2.803360380906535,0,0,0,1
1,4.0,0,7.090076835776092,4.0,0.0,0.1475177988142881,5.3471075307174685,0,0,1,0
1,3.0,1,7.336285660021297,3.0,2.0,0.04866272025869736,4.418840607796598,0,0,0,1
1,2.0,1,6.856461984594587,2.0,1.0,0.05298080658463571,4.04305126783455,1,0,0,0
0,2.0,1,7.215239978730097,2.0,1.0,0.04839182282793867,4.174387269895637,0,0,0,1
0,2.0,1,6.978679617318836,2.0,0.0,0.06795903466380034,3.9890766348704374,0,0,0,1
0,3.0,0,7.154615356913663,3.0,1.0,0.03624828275259148,3.919991175077323,0,0,0,1
0,3.0,1,7.138866999945524,2.0,2.0,0.06376361167337108,4.44323931884187,0,0,0,1
1,8.0,0,8.517193191416238,8.0,2.0,0.049691823604716114,5.521460917862246,1,0,0,0
0,5.0,1,8.022896869601457,5.0,1.0,0.060791771686038,5.3612921657094255,0,0,0,1
1,3.0,1,7.354394319673091,3.0,1.0,0.05315511005551796,4.653960350157523,0,0,0,1
1,2.0,0,6.907755278982137,2.0,1.0,0.054262446350628615,4.0943445622221,0,0,0,1
0,2.0,1,7.062191632286556,2.0,1.0,0.04393415496975922,3.7787201581137255,0,0,0,1
1,7.0,0,8.294049640102028,7.0,2.0,0.04516126809097174,5.41610040220442,0,0,0,1
1,3.0,1,7.510977752014095,3.0,2.0,0.05683408134909804,4.700480365792417,0,0,0,1
1,2.0,1,6.7912214627261855,2.0,1.0,0.041825799208178215,3.5553480614894135,0,0,0,1
1,3.0,1,7.385230923066573,3.0,3.0,0.04393415496975922,3.844600329110712,0,0,0,1
1,6.0,0,6.9411900550683745,5.0,2.0,0.14194373401534527,5.220355825078324,0,0,1,0
0,3.0,1,7.444248649496705,4.0,2.0,0.07325192038830078,4.514260310628249,0,0,0,1
1,2.0,1,6.863803391452954,2.0,1.0,0.04825199902199603,4.060443010546419,0,0,0,1
0,3.0,0,7.1308988302963465,2.0,3.0,0.06789927617031545,3.784189633918261,0,0,0,1
1,3.0,1,7.9355873855892,4.0,2.0,0.06133174817385344,5.459585514144159,0,0,0,1
1,2.0,1,7.025538314638521,2.0,2.0,0.05803233595734593,3.912023005428146,0,0,0,1
0,2.0,1,6.927557906278317,2.0,1.0,0.047765119810948414,3.4210000089583352,0,0,0,1
1,2.0,0,7.090076835776092,2.0,2.0,0.06789927617031545,3.912023005428146,0,0,0,1
1,3.0,1,7.45876269238096,3.0,3.0,0.05683408134909804,4.90527477843843,0,0,0,1
1,3.0,1,7.6255950721324535,3.0,1.0,0.05683408134909804,4.976733742420574,0,0,0,1
1,4.0,0,8.229511118964457,4.0,0.0,0.1471776520835738,6.633318433280377,0,0,1,0
1,3.0,0,7.2078598714324755,2.0,3.0,0.028558745190884877,3.871201010907891,1,0,0,0
0,2.0,1,6.968850378341948,2.0,1.0,0.047765119810948414,3.4657359027997265,0,0,0,1
1,3.0,1,7.55171221535131,3.0,1.0,0.04866272025869736,5.0106352940962555,0,0,0,1
1,4.0,0,8.34283980427146,4.0,2.0,0.06992154586036732,6.040254711277414,1,0,0,0
1,3.0,1,7.600902459542082,3.0,1.0,0.059735872235872234,5.1647859739235145,0,0,0,1
0,2.0,1,7.124880757970784,2.0,0.0,0.05315511005551796,3.772531026609547,0,0,0,1
1,3.0,1,7.261927092702751,2.0,2.0,0.054570259208731244,4.31748811353631,0,0,0,1
1,3.0,1,7.313220387090301,2.0,1.0,0.047765119810948414,4.1666652238017265,0,0,0,1
1,2.0,1,6.966024187106113,2.0,1.0,0.04253524897376406,4.0943445622221,1,0,0,0
1,3.0,1,7.293017679772782,2.0,2.0,0.05512493210211841,4.248495242049359,1,0,0,0
1,6.0,0,7.170119543449628,6.0,0.0,0.04819804070057844,4.59511985013459,0,0,0,1
1,1.0,1,6.1092475827643655,1.0,1.0,0.029188949185989146,2.3978952727983707,0,0,0,1
0,2.0,1,7.049254841255837,2.0,1.0,0.047765119810948414,4.1666652238017265,0,0,0,1
1,3.0,1,7.2078598714324755,2.0,1.0,0.047765119810948414,4.02535169073515,0,0,0,1
1,3.0,1,7.346010209913293,3.0,3.0,0.05666209605607429,4.174387269895637,0,0,0,1
1,3.0,0,7.313220387090301,3.0,2.0,0.0987948717948718,4.605170185988092,0,0,1,0
1,5.0,0,6.396929655216146,3.0,2.0,0.142235292868594,4.442651256490317,0,0,1,0
1,1.0,0,5.991464547107982,1.0,0.0,0.08512913404230456,2.6390573296152584,0,0,1,0
1,1.0,1,6.558197802812269,1.0,2.0,0.12311040263648088,4.204692619390966,0,0,0,1
1,2.0,1,6.646390514847729,1.0,1.0,0.04253524897376406,3.58351893845611,1,0,0,0
1,2.0,1,7.124478262493424,2.0,3.0,0.05803233595734593,3.9318256327243257,0,0,0,1
1,3.0,1,7.438383530044307,3.0,2.0,0.08086827232149658,5.043425116919247,0,0,0,1
1,3.0,1,7.670428522190693,3.0,2.0,0.05683408134909804,4.976733742420574,0,0,0,1
0,3.0,1,7.440733707389261,3.0,2.0,0.06376361167337108,4.700480365792417,0,0,0,1
1,2.0,1,6.975413927455952,2.0,1.0,0.047765119810948414,3.9512437185814275,0,0,0,1
1,3.0,0,7.520776415062797,3.0,2.0,0.16521171575426288,5.703782474656201,0,0,1,0
1,2.0,0,7.200424892944957,2.0,2.0,0.04536026523253466,4.019980146933238,0,0,0,1
1,2.0,1,6.932447891572509,2.0,1.0,0.04253524897376406,3.828641396489095,1,0,0,0
1,2.0,1,7.1526603220778595,2.0,0.0,0.0483331639794022,4.039536325727106,0,0,0,1
1,2.0,1,7.090076835776092,2.0,2.0,0.057805087047623986,3.9512437185814275,0,0,0,1
0,4.0,0,7.718685495198466,4.0,1.0,0.06949542426694888,4.700480365792417,1,0,0,0
1,3.0,1,7.346010209913293,2.0,3.0,0.06012511218903279,4.382026634673881,0,0,0,1
1,4.0,0,7.090076835776092,5.0,2.0,0.15653061224489795,5.783825182329737,0,0,1,0
1,7.0,0,7.495541943884256,7.0,1.0,0.19670710571923744,5.521460917862246,0,0,1,0
1,2.0,1,7.090076835776092,2.0,2.0,0.057805087047623986,4.0943445622221,0,0,0,1
1,2.0,1,7.190676034332207,2.0,2.0,0.060791771686038,4.584967478670572,0,0,0,1
1,2.0,0,7.078341579557671,2.0,2.0,0.04819804070057844,4.060443010546419,0,0,0,1
1,3.0,0,7.48605261786314,3.0,1.0,0.048626514246715574,4.74493212836325,1,0,0,0
1,3.0,1,7.24422751560335,3.0,2.0,0.06006712654438144,4.02535169073515,0,0,0,1
1,2.0,0,6.887552571664617,2.0,1.0,0.058204560260586326,3.871201010907891,0,0,0,1
1,2.0,0,7.158513997329321,2.0,2.0,0.053071011217655076,4.406719247264253,0,0,0,1
1,3.0,0,6.815639990074331,2.0,1.0,0.12785072563925362,4.248495242049359,0,0,0,1
1,2.0,1,7.110696122978827,2.0,2.0,0.06607268681624327,3.8628327612373745,1,0,0,0
1,2.0,0,6.980075940561763,2.0,1.0,0.053071011217655076,3.970291913552122,0,0,0,1
1,3.0,1,7.138866999945524,2.0,2.0,0.045962626661402814,3.9889840465642745,1,0,0,0
1,3.0,1,7.156176637480615,2.0,2.0,0.060791771686038,3.885679030088544,0,0,0,1
1,3.0,1,7.554334823725748,3.0,2.0,0.12421553844932942,4.477336814478207,0,0,0,1
1,2.0,1,7.214504414151143,2.0,1.0,0.05912543620473578,4.465908118654584,0,0,0,1
1,2.0,0,7.095893221097532,2.0,2.0,0.04063776457482362,3.7727609380946383,1,0,0,0
1,4.0,0,7.459338895220296,6.0,0.0,0.18860162489672266,5.247024072160486,0,0,1,0
0,4.0,0,7.955074273262696,4.0,1.0,0.12298342541436465,6.059123195581797,0,0,0,1
1,3.0,1,7.374629015218945,3.0,2.0,0.047765119810948414,4.174387269895637,0,0,0,1
0,3.0,0,7.494430215031565,3.0,2.0,0.0550009330098899,4.48863636973214,1,0,0,0
1,3.0,1,7.29641326877392,3.0,2.0,0.047765119810948414,4.360419880919823,0,0,0,1
1,3.0,1,7.365180126021013,3.0,3.0,0.06133174817385344,4.605170185988092,0,0,0,1
1,2.0,1,7.166265974133638,2.0,1.0,0.05229092613569783,4.174387269895637,0,0,0,1
1,6.0,0,8.1886891244442,6.0,0.0,0.04477611940298507,4.948759890378168,1,0,0,0
1,1.0,1,6.3784261836515865,1.0,1.0,0.047765119810948414,3.295836866004329,0,0,0,1
1,3.0,0,7.254884810077338,3.0,3.0,0.04852718590134698,4.356708826689592,0,0,0,1
0,3.0,1,7.488293515159428,3.0,2.0,0.06305131125232853,4.587922292578538,0,0,0,1
1,3.0,1,7.488293515159428,3.0,2.0,0.06305131125232853,4.8283137373023015,0,0,0,1
1,3.0,1,7.29641326877392,2.0,3.0,0.09388471048168909,4.499809670330265,0,0,0,1
1,4.0,0,7.600902459542082,4.0,1.0,0.1399099099099099,4.324132656254979,1,0,0,0
0,2.0,1,6.891625897052253,2.0,1.0,0.06305131125232853,3.790533107840436,0,0,0,1
0,3.0,1,7.396335293800808,3.0,2.0,0.04839182282793867,4.31508522892,0,0,0,1
1,3.0,1,7.785305182539862,4.0,2.0,0.05803233595734593,5.560681631015528,0,0,0,1
1,2.0,1,6.984716320118266,2.0,2.0,0.06598146656369133,4.276666119016055,1,0,0,0
1,2.0,0,7.313220387090301,2.0,1.0,0.11086893063583815,4.74493212836325,0,0,1,0
1,3.0,0,7.549609165154532,3.0,2.0,0.06992402536780093,4.77912349311153,0,0,0,1
0,2.0,0,6.690842277418564,2.0,1.0,0.04748771198854204,3.0973859272804907,0,0,0,1
1,2.0,1,7.050122520269059,2.0,2.0,0.0483331639794022,4.032469158504013,0,0,0,1
1,2.0,1,7.045776576879511,2.0,2.0,0.057805087047623986,4.0943445622221,0,0,0,1
1,2.0,1,7.01211529430638,2.0,2.0,0.043243243243243246,4.007333185232471,0,0,0,1
1,2.0,1,7.003065458786462,2.0,2.0,0.04253524897376406,3.7376696182833684,1,0,0,0
1,2.0,1,7.162397497355718,2.0,2.0,0.05182908250414721,4.700480365792417,0,0,0,1
1,3.0,0,7.313220387090301,2.0,1.0,0.04819804070057844,4.174387269895637,0,0,0,1
0,2.0,0,6.984716320118266,2.0,2.0,0.054262446350628615,3.6635616461296463,0,0,0,1
0,3.0,1,7.566828479208331,3.0,1.0,0.06376361167337108,4.859812404361672,0,0,0,1
1,5.0,0,8.160518247477505,5.0,2.0,0.05155185946552046,5.0106352940962555,1,0,0,0
1,2.0,0,6.966024187106113,2.0,2.0,0.06535662299854439,4.0943445622221,1,0,0,0
0,1.0,1,6.4692503167957724,1.0,1.0,0.02749014286854497,2.800325477211381,0,0,0,1
1,8.0,0,7.8632667240095735,8.0,2.0,0.09166220905512351,5.19295685089021,0,0,1,0
0,1.0,1,6.4692503167957724,1.0,1.0,0.02749014286854497,2.800325477211381,0,0,0,1
1,3.0,1,7.404887575616125,3.0,3.0,0.05683408134909804,4.430816798843313,0,0,0,1
1,2.0,1,7.158513997329321,2.0,3.0,0.059598375880091564,4.283586561860629,0,0,0,1
1,3.0,0,7.090076835776092,3.0,1.0,0.06753027065527066,4.499809670330265,0,0,1,0
1,2.0,1,6.813444599510896,2.0,1.0,0.047765119810948414,3.6888794541139363,0,0,0,1
1,3.0,1,7.3632795869630385,3.0,1.0,0.05683408134909804,4.248495242049359,0,0,0,1
0,3.0,1,8.306472160100585,3.0,2.0,0.060422320217096336,5.634789603169249,0,0,1,0
1,3.0,1,7.791522819150732,3.0,2.0,0.05182908250414721,5.220355825078324,0,0,0,1
1,2.0,1,6.684611727667927,1.0,1.0,0.02749014286854497,2.995732273553991,0,0,0,1
1,2.0,0,6.966024187106113,2.0,2.0,0.06414492587058959,4.007333185232471,1,0,0,0
1,2.0,1,7.146772179452637,2.0,2.0,0.06795903466380034,4.532599493153256,0,0,0,1
0,2.0,0,6.802394763324311,2.0,2.0,0.036982414965399425,3.1135153092103742,0,0,0,1
1,2.0,0,7.154615356913663,2.0,1.0,0.06992154586036732,4.23410650459726,1,0,0,0
1,4.0,0,7.090076835776092,2.0,0.0,0.08576632838927921,4.553876891600541,0,0,1,0
1,2.0,0,6.932447891572509,2.0,2.0,0.059658526393983016,3.58351893845611,1,0,0,0
0,2.0,1,7.010311867307229,2.0,1.0,0.047765119810948414,4.143134726391533,0,0,0,1
1,5.0,0,7.090076835776092,5.0,2.0,0.08424051799015608,5.135798437050262,0,0,1,0
1,3.0,1,8.021256180143997,3.0,2.0,0.08086827232149658,5.135798437050262,0,0,0,1
1,4.0,1,7.9724660159745655,3.0,2.0,0.10963881171190425,5.703782474656201,0,0,1,0
1,3.0,1,7.313220387090301,3.0,2.0,0.06376361167337108,4.324132656254979,0,0,0,1
1,2.0,1,7.166265974133638,2.0,2.0,0.04193931241840408,3.7819143200811256,0,0,0,1
1,2.0,1,7.057897937411856,2.0,1.0,0.0483331639794022,4.092676505121403,0,0,0,1
1,2.0,1,6.942156705699469,2.0,2.0,0.06305131125232853,3.8958936234982624,0,0,0,1
1,4.0,1,7.3777589082278725,4.0,0.0,0.03227401129943503,3.966511190712216,1,0,0,0
1,3.0,0,7.288927694521257,3.0,2.0,0.043794194268701146,3.828641396489095,0,0,0,1
0,3.0,1,7.531552381407289,2.0,2.0,0.05683408134909804,4.120337142496354,0,0,0,1
1,2.0,1,6.551080335043404,1.0,1.0,0.03292943692088382,3.258096538021482,0,0,0,1
1,3.0,1,7.4977617006225685,3.0,2.0,0.05803233595734593,4.787491742782046,0,0,0,1
1,2.0,0,6.816735880594968,2.0,1.0,0.048322079636110814,3.4657359027997265,0,0,0,1
0,3.0,1,7.532623618788788,3.0,2.0,0.056288335580078126,4.875197323201151,0,0,0,1
1,2.0,0,6.78332520060396,2.0,1.0,0.056596536495807086,3.8066624897703196,1,0,0,0
1,2.0,0,6.802394763324311,2.0,1.0,0.11377376356617379,4.700480365792417,0,0,1,0
1,3.0,0,7.416979621381154,2.0,3.0,0.04484540145462363,4.303389189156809,0,0,0,1
1,3.0,1,7.613818684808629,3.0,2.0,0.062162995309214895,4.882801922586371,0,0,0,1
1,2.0,1,7.098375638590786,2.0,1.0,0.05912543620473578,4.393213824064446,0,0,0,1
1,4.0,1,8.321421586897879,4.0,2.0,0.060422320217096336,5.521460917862246,0,0,1,0
1,3.0,1,7.474204806496124,3.0,3.0,0.04825199902199603,4.515792374836875,0,0,0,1
1,3.0,1,7.132497551660044,3.0,3.0,0.05153595972736785,4.007333185232471,0,0,0,1
1,2.0,1,6.7580945044277305,2.0,1.0,0.06223838605640568,3.5409593240373143,1,0,0,0
